,YEAR,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,rev_clusters
173,2006,10697117.0,663284.0,4189334.0,5844499.0,10585292.0,5535192.0,3217615.0,448422.0,1037525.0,1
174,2006,14160242.0,749362.0,6175593.0,7235287.0,13503621.0,7613569.0,3989906.0,413514.0,904979.0,1
175,2006,19714584.0,1524718.0,11172247.0,7017619.0,20626758.0,9400832.0,6627833.0,872945.0,1842154.0,2
176,2006,9314477.0,558287.0,6368364.0,2387826.0,9671933.0,4818788.0,2317030.0,697359.0,1063443.0,1
177,2006,4279581.0,856762.0,2108733.0,1314086.0,4066036.0,2096028.0,1244115.0,243110.0,413302.0,1
178,2006,8846493.0,740742.0,3830104.0,4275647.0,8654672.0,4483151.0,2619786.0,467463.0,758141.0,1
179,2006,1375638.0,190226.0,626958.0,558454.0,1377599.0,753664.0,442662.0,56642.0,97873.0,1
180,2006,3107061.0,301764.0,948001.0,1857296.0,2867250.0,1570629.0,805633.0,128776.0,280954.0,1
181,2006,3691628.0,258814.0,2137351.0,1295463.0,4022979.0,1840698.0,1088646.0,119224.0,760380.0,1
182,2006,2459051.0,130088.0,925677.0,1403286.0,2494247.0,1332640.0,696005.0,68406.0,201565.0,1
183,2006,23915685.0,982557.0,9540387.0,13392741.0,24177714.0,12309954.0,7892051.0,837293.0,2033738.0,2
184,2006,3094036.0,446994.0,2197044.0,449998.0,3099738.0,1500318.0,1016791.0,153346.0,385590.0,1
185,2006,47018793.0,3340216.0,20183518.0,23495059.0,48359774.0,29589517.0,11898562.0,1264799.0,3970683.0,0
186,2006,11709885.0,1184622.0,6846954.0,3678309.0,11725031.0,6342589.0,3344466.0,618610.0,1052527.0,1
187,2006,1008339.0,151248.0,348475.0,508616.0,1017084.0,513113.0,269235.0,68526.0,92963.0,1
188,2006,20957714.0,1479925.0,8695982.0,10781807.0,20589584.0,10048571.0,6796495.0,852673.0,2177340.0,2
189,2006,5120286.0,654807.0,2570987.0,1894492.0,5094695.0,2437935.0,1677749.0,492085.0,436567.0,1
190,2006,5429145.0,516962.0,2737088.0,2175095.0,5386128.0,2834418.0,1803634.0,189427.0,319231.0,1
191,2006,23950553.0,1794419.0,7973651.0,14182483.0,24195122.0,11675380.0,7025760.0,966663.0,2009924.0,2
192,2006,2004709.0,149493.0,797349.0,1057867.0,1983578.0,1120778.0,690355.0,80127.0,28706.0,1
193,2006,6752813.0,664113.0,3023114.0,3065586.0,7148083.0,3310899.0,2071441.0,366285.0,1128702.0,1
194,2006,1086433.0,177452.0,355719.0,553262.0,1052315.0,552199.0,334845.0,48881.0,86227.0,1
195,2006,7195519.0,793477.0,3097824.0,3304218.0,7395357.0,4248091.0,1995464.0,395656.0,573015.0,1
196,2006,41142403.0,4735208.0,13503141.0,22904054.0,43394244.0,20299749.0,11672256.0,1980118.0,6170544.0,2
197,2006,3381146.0,342862.0,1825910.0,1212374.0,3371338.0,1709307.0,821539.0,255128.0,504723.0,1
198,2006,1725093.0,102791.0,1153104.0,469198.0,1711762.0,763591.0,410862.0,37607.0,59192.0,1
199,2006,13153845.0,866982.0,5126114.0,7160749.0,13481336.0,7024659.0,3974403.0,538026.0,1298749.0,1
200,2006,9679682.0,801941.0,5899155.0,2978586.0,9915617.0,4826779.0,2852334.0,440909.0,1422488.0,1
201,2006,2814536.0,346628.0,1649661.0,818247.0,2852607.0,1569685.0,897874.0,184320.0,187462.0,1
202,2006,9855692.0,580810.0,5066552.0,4208330.0,9779642.0,5290595.0,3064437.0,400780.0,545716.0,1
203,2006,1150345.0,115937.0,507178.0,527230.0,1146527.0,571127.0,362807.0,34310.0,168214.0,1
204,2007,7069040.0,689072.0,4070949.0,2309019.0,7196459.0,3653466.0,2174210.0,546077.0,687816.0,1
205,2007,1800616.0,282270.0,1052357.0,465989.0,1938755.0,927307.0,645857.0,60699.0,257723.0,1
206,2007,8724434.0,953861.0,4204089.0,3566484.0,8709531.0,3977800.0,2656438.0,403069.0,1436673.0,1
207,2007,4415981.0,483689.0,3319030.0,613262.0,4779308.0,2337748.0,1378576.0,450454.0,470562.0,1
208,2007,72516936.0,7200298.0,42333637.0,22983001.0,73225422.0,34685013.0,20655194.0,3467540.0,10058842.0,0
209,2007,7689014.0,529854.0,3307016.0,3852144.0,8039146.0,3782300.0,2483095.0,286754.0,1083411.0,1
210,2007,8913149.0,386553.0,3299175.0,5227421.0,8685421.0,4610572.0,2503468.0,311943.0,913165.0,1
211,2007,1694929.0,102114.0,1071957.0,520858.0,1705204.0,825084.0,481610.0,68343.0,245757.0,1
212,2007,1148358.0,134700.0,0.0,1013658.0,1140506.0,491992.0,437772.0,40703.0,167103.0,1
213,2007,28898362.0,2489027.0,11578932.0,14830403.0,29849892.0,13476109.0,8136539.0,1515095.0,5992654.0,2
214,2007,17755989.0,1475463.0,7907177.0,8373349.0,17389530.0,9507096.0,4672304.0,757339.0,2271958.0,2
215,2007,2985593.0,256696.0,2681049.0,47848.0,2199604.0,1177781.0,732536.0,151243.0,138044.0,1
216,2007,2011951.0,202977.0,1338182.0,470792.0,1960472.0,1069134.0,590192.0,86738.0,163583.0,1
217,2007,23897153.0,1862627.0,7566377.0,14468149.0,23401917.0,11692204.0,7509591.0,834000.0,2082140.0,2
218,2007,10458932.0,765168.0,5224450.0,4469314.0,11462062.0,5511104.0,3351081.0,448190.0,887670.0,1
219,2007,5194536.0,390585.0,2279228.0,2524723.0,5198975.0,2557629.0,1480218.0,221002.0,647628.0,1
220,2007,5038100.0,346441.0,2889107.0,1802552.0,4823931.0,2602503.0,1418802.0,199749.0,427238.0,1
221,2007,6226696.0,677570.0,3557084.0,1992042.0,6351636.0,3184235.0,1877438.0,371495.0,755710.0,1
222,2007,7048732.0,1234006.0,2911249.0,2903477.0,6657341.0,3430268.0,2140586.0,363037.0,618284.0,1
223,2007,2538161.0,198101.0,1081891.0,1258169.0,2501127.0,1459635.0,710785.0,111153.0,91361.0,1
224,2007,11674965.0,661677.0,4684827.0,6328461.0,11541225.0,6031042.0,3503877.0,474728.0,1170502.0,1
225,2007,14407777.0,754202.0,6485380.0,7168195.0,14315518.0,8053653.0,4248353.0,422102.0,951016.0,2
226,2007,20576110.0,1541818.0,11383198.0,7651094.0,19839838.0,9608836.0,6721838.0,871870.0,1629007.0,2
227,2007,9693509.0,546297.0,6267386.0,2879826.0,10030105.0,5048143.0,2405182.0,730882.0,1074228.0,1
228,2007,4220926.0,712846.0,2214700.0,1293380.0,4158733.0,2160396.0,1296685.0,251539.0,379581.0,1
229,2007,8908844.0,730811.0,3641310.0,4536723.0,9245525.0,4743390.0,2738098.0,485391.0,925265.0,1
