,YEAR,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,G04_A_A_READING,G04_A_A_MATHEMATICS,G08_A_A_READING,G08_A_A_MATHEMATICS,score_clusters
332,2009,1607935.0,195705.0,765177.0,647053.0,1622485.0,855803.0,509899.0,66973.0,158151.0,225.0,244.0,270.0,292.0,0
333,2009,3522481.0,297732.0,1182776.0,2041973.0,3523803.0,1887427.0,905681.0,144995.0,488293.0,223.0,239.0,267.0,284.0,0
334,2009,4442101.0,425133.0,2272415.0,1744553.0,4577881.0,2145779.0,1364083.0,142194.0,633545.0,211.0,235.0,254.0,274.0,0
335,2009,2816162.0,146867.0,1002239.0,1667056.0,2757401.0,1546316.0,822081.0,74820.0,112359.0,229.0,251.0,271.0,292.0,0
336,2009,26510413.0,1014556.0,10401527.0,15094330.0,26145334.0,13800343.0,8687138.0,952796.0,1499241.0,229.0,247.0,273.0,293.0,2
337,2009,3703477.0,519973.0,2615320.0,568184.0,3945515.0,1807514.0,1167618.0,132017.0,784529.0,208.0,230.0,254.0,270.0,0
338,2009,55885116.0,3197833.0,25768345.0,26918938.0,57851481.0,35195372.0,14079990.0,1415237.0,5463718.0,224.0,241.0,264.0,283.0,1
339,2009,15410564.0,1377661.0,8229140.0,5803763.0,14868070.0,7943541.0,3848021.0,751609.0,1647148.0,219.0,244.0,260.0,284.0,2
340,2009,1150142.0,160294.0,407374.0,582474.0,1137260.0,579830.0,310316.0,78735.0,95977.0,226.0,245.0,269.0,293.0,0
341,2009,22779344.0,1531263.0,10226228.0,11021853.0,22427481.0,10734314.0,7347959.0,929409.0,2552105.0,225.0,244.0,269.0,286.0,2
342,2009,6029807.0,768972.0,3014993.0,2245842.0,5941799.0,2836912.0,1895590.0,577867.0,568720.0,217.0,237.0,259.0,276.0,0
343,2009,6158756.0,656298.0,3117315.0,2385143.0,6715011.0,3291310.0,2121378.0,214699.0,803096.0,218.0,238.0,265.0,285.0,0
344,2009,26755585.0,1811141.0,9858461.0,15085983.0,27328680.0,12803821.0,7637090.0,1155635.0,2411908.0,224.0,244.0,271.0,288.0,2
345,2009,2179714.0,206225.0,765069.0,1208420.0,2171376.0,1224158.0,773039.0,90493.0,24161.0,223.0,239.0,260.0,278.0,0
346,2009,7669733.0,734602.0,3654658.0,3280473.0,8427391.0,3854229.0,2463391.0,398422.0,1318784.0,216.0,236.0,257.0,280.0,0
347,2009,1258876.0,201889.0,412798.0,644189.0,1273527.0,645912.0,379946.0,56772.0,154459.0,222.0,242.0,270.0,291.0,0
348,2009,8112895.0,870374.0,3800870.0,3441651.0,8611178.0,4809809.0,2480290.0,461464.0,652210.0,217.0,232.0,261.0,275.0,0
349,2009,48087531.0,4913841.0,19708771.0,23464919.0,53575273.0,23895853.0,13799383.0,2289408.0,9297597.0,219.0,240.0,260.0,287.0,1
350,2009,4238943.0,535223.0,2224007.0,1479713.0,4419750.0,2169434.0,1008636.0,310325.0,821593.0,219.0,240.0,266.0,284.0,0
351,2009,1683034.0,102453.0,1336424.0,244157.0,1661019.0,859433.0,489015.0,49100.0,64170.0,229.0,248.0,272.0,293.0,0
352,2009,15251481.0,914507.0,6317714.0,8019260.0,15510318.0,8194237.0,4813706.0,574858.0,1418914.0,227.0,243.0,266.0,286.0,2
353,2009,12025012.0,1385421.0,7146416.0,3493175.0,12240632.0,5984072.0,3464921.0,509407.0,1818982.0,221.0,242.0,267.0,289.0,0
354,2009,3097212.0,355325.0,1793917.0,947970.0,3121728.0,1759397.0,994305.0,196984.0,157049.0,215.0,233.0,255.0,270.0,0
355,2009,10991081.0,1258519.0,4785070.0,4947492.0,10880480.0,5857285.0,3382519.0,473295.0,648807.0,220.0,244.0,266.0,288.0,0
356,2009,1675761.0,108333.0,945765.0,621663.0,1658156.0,744877.0,482641.0,47165.0,372507.0,223.0,242.0,268.0,286.0,0
408,2011,7376725.0,1077070.0,3965614.0,2334041.0,7411768.0,3844055.0,2295909.0,559140.0,564183.0,220.0,231.0,258.0,269.0,0
409,2011,2357828.0,420152.0,1416163.0,521513.0,2443898.0,1215062.0,908567.0,81031.0,180137.0,208.0,236.0,261.0,283.0,0
410,2011,8429186.0,1245814.0,3054501.0,4128871.0,8610417.0,3977772.0,2935127.0,350633.0,741124.0,212.0,235.0,260.0,279.0,0
411,2011,5176362.0,827026.0,3701224.0,648112.0,5669431.0,2559292.0,1655684.0,676591.0,605857.0,217.0,238.0,259.0,279.0,0
412,2011,70953331.0,9990221.0,37752712.0,23210398.0,69847705.0,34225248.0,20266047.0,3486160.0,6523770.0,211.0,234.0,255.0,273.0,1
413,2011,8747471.0,969288.0,3493923.0,4284260.0,8676451.0,4204486.0,2804955.0,338267.0,827354.0,223.0,244.0,271.0,292.0,0
414,2011,9783168.0,796156.0,3185501.0,5801511.0,9439182.0,5363942.0,2844490.0,333756.0,516116.0,227.0,242.0,275.0,287.0,0
415,2011,1759170.0,192182.0,1010026.0,556962.0,1808905.0,964284.0,497158.0,89576.0,182497.0,225.0,240.0,266.0,283.0,0
416,2011,1283071.0,155505.0,0.0,1127566.0,1297175.0,525185.0,389526.0,56132.0,326332.0,201.0,222.0,242.0,260.0,0
417,2011,26453693.0,4710376.0,9069119.0,12674198.0,26991946.0,14284224.0,8077593.0,1637138.0,2217069.0,225.0,240.0,262.0,278.0,2
418,2011,18030043.0,2267161.0,7492489.0,8270393.0,17187481.0,9671343.0,5005101.0,874605.0,1368395.0,221.0,238.0,262.0,278.0,2
419,2011,2499513.0,347363.0,2088870.0,63280.0,2259104.0,1253534.0,786284.0,133810.0,85476.0,214.0,239.0,257.0,278.0,0
420,2011,2089982.0,292602.0,1320153.0,477227.0,1960818.0,1104553.0,613667.0,98963.0,83524.0,221.0,240.0,268.0,287.0,0
421,2011,29507584.0,2894897.0,10030682.0,16582005.0,28525858.0,14636402.0,9271610.0,922651.0,1884866.0,219.0,239.0,266.0,283.0,2
422,2011,12125155.0,1024389.0,7340384.0,3760382.0,11113533.0,5609296.0,3548729.0,500684.0,843671.0,221.0,244.0,265.0,285.0,0
423,2011,6098470.0,596688.0,2537754.0,2964028.0,6057294.0,2995991.0,1638449.0,230237.0,861361.0,221.0,243.0,265.0,285.0,0
424,2011,5538869.0,612100.0,2945175.0,1981594.0,5662146.0,2839803.0,1530694.0,220493.0,851777.0,224.0,246.0,267.0,290.0,0
425,2011,7104589.0,1164688.0,3704150.0,2235751.0,7253850.0,3663998.0,2238626.0,426989.0,733357.0,225.0,241.0,269.0,282.0,0
426,2011,8022917.0,1497262.0,3269321.0,3256334.0,8218870.0,4162557.0,2582814.0,406798.0,809639.0,210.0,231.0,255.0,273.0,0
427,2011,2654366.0,289290.0,1043281.0,1321795.0,2728535.0,1431522.0,874220.0,145034.0,164850.0,222.0,244.0,270.0,289.0,0
428,2011,13443940.0,1255964.0,5508339.0,6679637.0,13247697.0,7205515.0,4150447.0,482356.0,989839.0,231.0,247.0,271.0,288.0,0
429,2011,15396681.0,1197383.0,5783240.0,8416058.0,15150898.0,8685894.0,4583586.0,445972.0,817228.0,237.0,253.0,275.0,299.0,2
430,2011,19374026.0,2525528.0,9845508.0,7002990.0,18469948.0,9198775.0,6024406.0,862583.0,1273466.0,219.0,236.0,265.0,280.0,2
431,2011,10912368.0,842906.0,6289912.0,3779550.0,10612480.0,5644771.0,2520057.0,805204.0,1016875.0,222.0,249.0,270.0,295.0,0
432,2011,4516742.0,1006465.0,2071467.0,1438810.0,4345783.0,2238165.0,1393211.0,274243.0,368906.0,209.0,230.0,254.0,269.0,0
433,2011,9915356.0,1344755.0,3828396.0,4742205.0,9842505.0,5100879.0,2975252.0,531640.0,849819.0,220.0,240.0,267.0,282.0,0
434,2011,1631810.0,264517.0,713642.0,653651.0,1655584.0,902615.0,540180.0,72488.0,103728.0,225.0,244.0,273.0,293.0,0
435,2011,3879388.0,571969.0,1153077.0,2154342.0,3676326.0,2101943.0,951912.0,171112.0,349683.0,223.0,240.0,268.0,283.0,0
436,2011,4146577.0,447002.0,2359671.0,1339904.0,4258855.0,2161550.0,1377125.0,149940.0,323746.0,213.0,237.0,258.0,278.0,0
437,2011,2947007.0,184768.0,1061011.0,1701228.0,3001244.0,1654129.0,855476.0,77384.0,206241.0,230.0,252.0,272.0,292.0,0
438,2011,26242376.0,1283994.0,9331426.0,15626956.0,25716298.0,14113108.0,8634990.0,909456.0,917304.0,231.0,248.0,275.0,294.0,2
439,2011,3591330.0,636436.0,2355210.0,599684.0,3694437.0,1744548.0,1124390.0,140296.0,616478.0,208.0,233.0,256.0,274.0,0
440,2011,57753776.0,5118477.0,23188002.0,29447297.0,59446908.0,37834196.0,14460678.0,1416793.0,4653802.0,222.0,238.0,266.0,280.0,1
441,2011,14409515.0,2046954.0,7488570.0,4873991.0,13767024.0,7566249.0,3843709.0,696313.0,980517.0,221.0,245.0,263.0,286.0,0
442,2011,1309044.0,186844.0,630430.0,491770.0,1312226.0,660944.0,360118.0,86352.0,124967.0,226.0,245.0,269.0,292.0,0
443,2011,23488657.0,2533882.0,9834235.0,11120540.0,23010396.0,11074360.0,7570565.0,935953.0,2494681.0,224.0,244.0,268.0,289.0,2
444,2011,5835133.0,968529.0,2741058.0,2125546.0,5644988.0,2866601.0,1814927.0,367172.0,510428.0,215.0,237.0,260.0,279.0,0
445,2011,6112484.0,848637.0,2792762.0,2471085.0,6317635.0,3261190.0,2071303.0,224903.0,461979.0,216.0,237.0,264.0,283.0,0
446,2011,28492510.0,3371827.0,9261234.0,15859449.0,28810721.0,13761915.0,7947108.0,1207139.0,2189151.0,227.0,246.0,268.0,286.0,2
447,2011,2212352.0,234111.0,768713.0,1209528.0,2198940.0,1260021.0,736651.0,93820.0,43726.0,222.0,242.0,265.0,283.0,0
448,2011,7772777.0,1041572.0,3338715.0,3392490.0,7961448.0,3689782.0,2428477.0,388361.0,1016126.0,215.0,237.0,260.0,281.0,0
449,2011,1297661.0,262395.0,374648.0,660618.0,1350617.0,661519.0,390655.0,59757.0,199636.0,220.0,241.0,269.0,291.0,0
450,2011,8679893.0,1272825.0,3955476.0,3451592.0,8961443.0,4947165.0,2635217.0,479721.0,661195.0,215.0,233.0,259.0,274.0,0
451,2011,51023159.0,7818075.0,19623258.0,23581826.0,52691826.0,25155007.0,14325757.0,2474232.0,6556210.0,218.0,241.0,261.0,290.0,1
452,2011,4141253.0,500782.0,2058112.0,1582359.0,4195916.0,2157337.0,1018548.0,315664.0,592949.0,220.0,243.0,267.0,283.0,0
453,2011,1686499.0,106823.0,1329172.0,250504.0,1722515.0,888388.0,511825.0,53418.0,63655.0,227.0,247.0,274.0,294.0,0
454,2011,14655345.0,1427301.0,5351177.0,7876867.0,14675815.0,7861076.0,4602566.0,579290.0,1075067.0,226.0,245.0,267.0,289.0,2
455,2011,11905941.0,1367629.0,6758505.0,3779807.0,11928408.0,6007184.0,3427282.0,514227.0,1467334.0,221.0,243.0,268.0,288.0,0
456,2011,3475642.0,510256.0,1927726.0,1037660.0,3670119.0,2010407.0,1160212.0,211866.0,269242.0,214.0,235.0,256.0,273.0,0
457,2011,11664303.0,1002909.0,5226954.0,5434440.0,11440718.0,6138402.0,3668777.0,479352.0,541918.0,221.0,245.0,267.0,289.0,0
458,2011,1650621.0,154955.0,878979.0,616687.0,1656850.0,825783.0,528352.0,52046.0,234408.0,224.0,244.0,270.0,288.0,0
510,2013,7197439.0,811739.0,3898347.0,2487353.0,7487741.0,3747993.0,2317243.0,576737.0,643522.0,219.0,233.0,257.0,269.0,0
511,2013,2545117.0,320938.0,1707449.0,516730.0,2665933.0,1324649.0,982442.0,87165.0,248505.0,209.0,236.0,261.0,282.0,0
512,2013,8164324.0,1178356.0,2934165.0,4051803.0,7600581.0,3824071.0,2643742.0,368750.0,558466.0,213.0,240.0,260.0,280.0,0
513,2013,5067546.0,572096.0,3847045.0,648405.0,5226339.0,2545564.0,1694335.0,281692.0,533975.0,219.0,240.0,262.0,278.0,0
514,2013,68868516.0,7836263.0,35141208.0,25891045.0,69727119.0,34194878.0,20595508.0,3461759.0,6160059.0,213.0,234.0,262.0,276.0,1
515,2013,8826868.0,696266.0,3693829.0,4436773.0,8699125.0,4292898.0,2773716.0,365228.0,758041.0,227.0,247.0,271.0,290.0,0
516,2013,10319361.0,434543.0,3870444.0,6014374.0,9758850.0,5562212.0,2966636.0,359881.0,487318.0,230.0,243.0,274.0,285.0,0
517,2013,1930466.0,151096.0,1124112.0,655258.0,1924626.0,1030897.0,560882.0,97722.0,157935.0,226.0,243.0,266.0,282.0,0
518,2013,1300036.0,129874.0,0.0,1170162.0,1308438.0,559940.0,332997.0,39825.0,375676.0,206.0,229.0,248.0,265.0,0
519,2013,24681548.0,3027018.0,9455562.0,12198968.0,25245400.0,13833236.0,7622221.0,1689414.0,1411455.0,227.0,242.0,266.0,281.0,2
520,2013,17459504.0,1805878.0,7580785.0,8072841.0,17317504.0,9555687.0,4956142.0,932291.0,1632844.0,222.0,240.0,265.0,279.0,2
521,2013,2331770.0,310778.0,1962923.0,58069.0,2345917.0,1283872.0,770643.0,144746.0,146656.0,215.0,243.0,260.0,281.0,0
522,2013,2015534.0,237912.0,1278155.0,499467.0,1967676.0,1113400.0,631575.0,107264.0,62882.0,219.0,241.0,270.0,286.0,0
523,2013,30057886.0,2311235.0,10382540.0,17364111.0,29517831.0,15285224.0,9509657.0,986182.0,1942608.0,219.0,239.0,267.0,285.0,2
524,2013,12236713.0,980013.0,7503451.0,3753249.0,11211155.0,5535933.0,3595471.0,527250.0,862576.0,225.0,249.0,267.0,288.0,0
525,2013,6281345.0,459132.0,3118413.0,2703800.0,6318241.0,3174989.0,1748683.0,254025.0,783793.0,224.0,246.0,269.0,285.0,0
526,2013,5667223.0,420820.0,3193838.0,2052565.0,5621023.0,2969201.0,1595974.0,243032.0,616590.0,223.0,246.0,267.0,290.0,0
527,2013,7216175.0,867735.0,3960822.0,2387618.0,7413896.0,3663594.0,2323851.0,457079.0,729064.0,224.0,241.0,270.0,281.0,0
528,2013,8121179.0,1229248.0,3370399.0,3521532.0,7940880.0,3963343.0,2657751.0,436167.0,644212.0,210.0,231.0,257.0,273.0,0
529,2013,2650346.0,196466.0,1029166.0,1424714.0,2535405.0,1351259.0,867538.0,116847.0,70345.0,225.0,246.0,269.0,289.0,0
530,2013,13814727.0,828432.0,6093652.0,6892643.0,13284637.0,7303090.0,4243954.0,357919.0,955586.0,232.0,245.0,274.0,287.0,0
531,2013,16114783.0,818054.0,6428534.0,8868195.0,16201905.0,9097982.0,4759997.0,467050.0,1283156.0,232.0,253.0,277.0,301.0,2
532,2013,18270327.0,1636324.0,9882361.0,6751642.0,17468264.0,8885537.0,5675448.0,848456.0,962506.0,217.0,237.0,266.0,280.0,2
533,2013,10848720.0,646542.0,6792440.0,3409738.0,10942019.0,5826404.0,2652321.0,850969.0,1016760.0,227.0,253.0,271.0,295.0,0
534,2013,4444064.0,707522.0,2213501.0,1523041.0,4370050.0,2274357.0,1465175.0,284089.0,285801.0,209.0,231.0,253.0,271.0,0
535,2013,10103589.0,894168.0,4235564.0,4973857.0,10001763.0,5139610.0,3082015.0,566933.0,833040.0,222.0,240.0,267.0,283.0,0
536,2013,1671053.0,210593.0,788329.0,672131.0,1679521.0,907018.0,545326.0,74629.0,111496.0,223.0,244.0,272.0,289.0,0
537,2013,3870164.0,366241.0,1217306.0,2286617.0,3913038.0,2318463.0,1026626.0,168033.0,298231.0,223.0,243.0,269.0,285.0,0
538,2013,4131800.0,392009.0,2556472.0,1183319.0,4057443.0,2058538.0,1396907.0,166814.0,222161.0,214.0,236.0,262.0,278.0,0
539,2013,2976317.0,163890.0,1020089.0,1792338.0,2878534.0,1642945.0,879507.0,76488.0,72588.0,232.0,253.0,274.0,296.0,0
540,2013,28070096.0,1145079.0,10986132.0,15938885.0,28179900.0,15489942.0,9131634.0,1218744.0,933676.0,229.0,247.0,276.0,296.0,2
541,2013,3518621.0,519318.0,2401884.0,597419.0,3536546.0,1709797.0,1096508.0,145330.0,514077.0,206.0,233.0,256.0,273.0,0
542,2013,59623918.0,3335657.0,23632698.0,32655563.0,60505950.0,38756656.0,14846782.0,1462376.0,3982327.0,224.0,240.0,266.0,282.0,1
543,2013,12729402.0,1579889.0,7891977.0,3257536.0,13650536.0,7681386.0,3957680.0,744037.0,653058.0,222.0,245.0,265.0,286.0,0
544,2013,1405349.0,145905.0,685348.0,574096.0,1516575.0,718970.0,400607.0,94995.0,224615.0,224.0,246.0,268.0,291.0,0
545,2013,22536516.0,1721213.0,8990516.0,11824787.0,22015797.0,10800145.0,7376469.0,916885.0,1998557.0,224.0,246.0,269.0,290.0,2
546,2013,5878111.0,715944.0,2890048.0,2272119.0,5796945.0,2800189.0,1972011.0,404107.0,557341.0,217.0,239.0,262.0,276.0,0
547,2013,6077498.0,471682.0,3041825.0,2563991.0,6228197.0,3261733.0,2067538.0,228499.0,343353.0,219.0,240.0,268.0,284.0,0
548,2013,28484645.0,2049113.0,9764558.0,16670974.0,28495118.0,15456205.0,7737010.0,1178563.0,1501024.0,226.0,244.0,272.0,290.0,2
549,2013,2282659.0,193393.0,841875.0,1247391.0,2231413.0,1265936.0,765178.0,96721.0,35089.0,223.0,241.0,267.0,284.0,0
550,2013,8254462.0,814137.0,3819285.0,3621040.0,8224795.0,3933177.0,2621911.0,426662.0,853410.0,214.0,237.0,261.0,280.0,0
551,2013,1316613.0,194731.0,408009.0,713873.0,1332496.0,663258.0,390637.0,64999.0,179586.0,218.0,241.0,268.0,287.0,0
552,2013,9008032.0,1165801.0,4097627.0,3744604.0,9248235.0,5191269.0,2780452.0,534815.0,564756.0,220.0,240.0,265.0,278.0,0
553,2013,49734537.0,5695947.0,18873046.0,25165544.0,50674724.0,24226519.0,14150552.0,2585417.0,5472152.0,217.0,242.0,264.0,288.0,1
554,2013,4300793.0,409774.0,2235917.0,1655102.0,4584624.0,2361179.0,1097484.0,309365.0,698249.0,223.0,243.0,270.0,284.0,0
555,2013,1817307.0,114697.0,1431621.0,270989.0,1809138.0,935593.0,538854.0,57026.0,55825.0,228.0,248.0,274.0,295.0,0
556,2013,15322318.0,1108879.0,5874323.0,8339116.0,15634918.0,8445746.0,4874065.0,626080.0,1089417.0,229.0,246.0,268.0,288.0,2
557,2013,12242231.0,1042200.0,7159428.0,4040603.0,12097549.0,5911337.0,3777476.0,537261.0,1443002.0,225.0,246.0,272.0,290.0,0
558,2013,3486366.0,383169.0,2027414.0,1075783.0,3488877.0,1828234.0,1130079.0,225073.0,284685.0,215.0,237.0,257.0,274.0,0
559,2013,11097447.0,827432.0,5587013.0,4683002.0,10845059.0,5637545.0,3551036.0,496850.0,521352.0,221.0,245.0,268.0,289.0,0
560,2013,1695967.0,113501.0,881114.0,701352.0,1675477.0,846872.0,546422.0,52001.0,213920.0,226.0,247.0,271.0,288.0,0
612,2015,7360222.0,795238.0,4080167.0,2484817.0,7501799.0,3817479.0,2414860.0,594283.0,510091.0,217.0,231.0,259.0,267.0,0
613,2015,2920986.0,344111.0,2026555.0,550320.0,2968341.0,1484610.0,1068849.0,92766.0,281914.0,213.0,236.0,260.0,280.0,0
614,2015,8230507.0,1093834.0,3232013.0,3904660.0,7902600.0,3846357.0,2880184.0,478876.0,497662.0,215.0,238.0,263.0,283.0,0
615,2015,5308625.0,581412.0,4075118.0,652095.0,5350543.0,2620399.0,1772639.0,290396.0,511556.0,218.0,235.0,259.0,275.0,0
616,2015,78248042.0,7556365.0,42360470.0,28331207.0,78365958.0,38951948.0,23501848.0,3754315.0,6373893.0,213.0,232.0,259.0,275.0,1
617,2015,9648297.0,715254.0,4354525.0,4578518.0,9557682.0,4578938.0,3170482.0,397263.0,923360.0,224.0,242.0,268.0,286.0,0
618,2015,11099837.0,444073.0,4353546.0,6302218.0,10542667.0,6006275.0,3233901.0,362941.0,530491.0,229.0,240.0,273.0,284.0,0
619,2015,2017075.0,137544.0,1142333.0,737198.0,1975093.0,1072395.0,583951.0,122741.0,103129.0,224.0,239.0,263.0,280.0,0
620,2015,1382282.0,146366.0,0.0,1235916.0,1360942.0,557345.0,379854.0,41841.0,381902.0,212.0,231.0,248.0,263.0,0
621,2015,26971491.0,3118041.0,10661586.0,13191864.0,27277049.0,14931173.0,8186082.0,1816178.0,1681665.0,227.0,243.0,263.0,275.0,2
622,2015,18584666.0,1831221.0,8310872.0,8442573.0,18501103.0,10081483.0,5324072.0,996277.0,1879063.0,222.0,236.0,262.0,279.0,2
623,2015,2703683.0,259390.0,2381547.0,62746.0,2521004.0,1377713.0,835930.0,145560.0,161801.0,215.0,238.0,257.0,279.0,0
624,2015,2167967.0,232449.0,1381205.0,554313.0,2029520.0,1130814.0,663005.0,108684.0,75680.0,222.0,239.0,269.0,284.0,0
625,2015,32096832.0,2262192.0,11858968.0,17975672.0,32410033.0,17313173.0,10279691.0,992075.0,2056951.0,222.0,237.0,267.0,282.0,2
626,2015,12456571.0,929878.0,7676341.0,3850352.0,11378564.0,5537406.0,3712136.0,547516.0,948358.0,227.0,248.0,268.0,287.0,0
627,2015,6714410.0,458457.0,3460798.0,2795155.0,6772654.0,3383909.0,1912222.0,262267.0,842674.0,224.0,243.0,268.0,286.0,0
628,2015,5991731.0,475273.0,3967809.0,1548649.0,6175724.0,3051755.0,1692953.0,250584.0,963767.0,221.0,241.0,267.0,284.0,0
629,2015,7548871.0,848963.0,4176753.0,2523155.0,7554887.0,3807748.0,2417226.0,468694.0,600859.0,228.0,242.0,268.0,278.0,0
630,2015,8448743.0,1235580.0,3480365.0,3732798.0,8437263.0,4100906.0,2774314.0,416066.0,780338.0,216.0,234.0,255.0,268.0,0
631,2015,2739589.0,183883.0,1060925.0,1494781.0,2596180.0,1406898.0,910381.0,109541.0,55686.0,224.0,242.0,268.0,285.0,0
632,2015,14491642.0,819162.0,6267624.0,7404856.0,13882823.0,7686024.0,4358416.0,386104.0,1050651.0,223.0,239.0,268.0,283.0,2
633,2015,16985185.0,778939.0,6808436.0,9397810.0,16972319.0,9774884.0,5043032.0,497880.0,1034539.0,235.0,251.0,274.0,297.0,2
634,2015,19025996.0,1582706.0,10510346.0,6932944.0,17742903.0,9040821.0,5839572.0,831874.0,967476.0,216.0,236.0,264.0,278.0,2
635,2015,11684249.0,629909.0,7567199.0,3487141.0,11969872.0,6257807.0,2933999.0,893322.0,1328863.0,223.0,250.0,270.0,294.0,0
636,2015,4592343.0,672366.0,2324855.0,1595122.0,4624539.0,2350872.0,1525340.0,285117.0,407791.0,214.0,234.0,252.0,271.0,0
637,2015,10623391.0,948600.0,4441091.0,5233700.0,10540353.0,5387766.0,3266781.0,615166.0,869078.0,223.0,239.0,267.0,281.0,0
638,2015,1804339.0,214980.0,851068.0,738291.0,1804841.0,940488.0,581694.0,80426.0,160885.0,225.0,241.0,270.0,287.0,0
639,2015,4248695.0,344382.0,1350116.0,2554197.0,4283846.0,2446701.0,1102622.0,183067.0,449287.0,227.0,244.0,269.0,286.0,0
640,2015,4345419.0,395630.0,2744606.0,1205183.0,4183085.0,2170424.0,1459504.0,174388.0,205794.0,214.0,234.0,259.0,275.0,0
641,2015,3093061.0,164905.0,1000063.0,1928093.0,3044720.0,1697165.0,938368.0,75581.0,125475.0,232.0,249.0,275.0,294.0,0
642,2015,29335237.0,1154004.0,11423305.0,16757928.0,28809725.0,15339450.0,9414336.0,1271558.0,1290946.0,229.0,245.0,271.0,293.0,2
643,2015,3789651.0,499789.0,2595682.0,694180.0,3846641.0,1773801.0,1256303.0,154435.0,587243.0,207.0,231.0,253.0,271.0,0
644,2015,63712218.0,2869847.0,25900858.0,34941513.0,65094591.0,41954260.0,15714795.0,1540851.0,4536014.0,223.0,237.0,263.0,280.0,1
645,2015,13146934.0,1589570.0,8172685.0,3384679.0,14060699.0,7960222.0,4082387.0,746694.0,698847.0,226.0,244.0,261.0,281.0,0
646,2015,1644533.0,158373.0,942772.0,543388.0,1804762.0,825445.0,483984.0,110836.0,303053.0,225.0,245.0,267.0,288.0,0
647,2015,24378660.0,1676820.0,10169760.0,12532080.0,22561728.0,11620080.0,7324444.0,922732.0,1750785.0,225.0,244.0,266.0,285.0,2
648,2015,6121188.0,688990.0,2993050.0,2439148.0,6184819.0,3000894.0,2041507.0,414086.0,663768.0,222.0,240.0,263.0,275.0,0
649,2015,7111710.0,577106.0,3678001.0,2856603.0,7011609.0,3650855.0,2272382.0,249968.0,477516.0,220.0,238.0,268.0,283.0,0
650,2015,29967185.0,1857885.0,10532452.0,17576848.0,29690645.0,16058338.0,8196747.0,1050310.0,1663209.0,227.0,243.0,269.0,284.0,2
651,2015,2367068.0,184718.0,908963.0,1273387.0,2326473.0,1322055.0,792525.0,90209.0,50889.0,225.0,238.0,265.0,281.0,0
652,2015,8759944.0,836137.0,4094766.0,3829041.0,8783362.0,4123140.0,2893109.0,447019.0,928112.0,218.0,237.0,260.0,276.0,0
653,2015,1415149.0,206853.0,425614.0,782682.0,1464781.0,709363.0,426257.0,70128.0,222592.0,220.0,240.0,267.0,285.0,0
654,2015,9455920.0,1122775.0,4385403.0,3947742.0,9562527.0,5343272.0,2862499.0,560697.0,553396.0,219.0,241.0,265.0,278.0,0
655,2015,55582029.0,5830972.0,20967429.0,28783628.0,56255791.0,26745844.0,15145619.0,2783770.0,6765205.0,218.0,244.0,261.0,284.0,1
656,2015,4705084.0,400213.0,2487937.0,1816934.0,4537962.0,2367650.0,1166728.0,271400.0,606254.0,226.0,243.0,269.0,286.0,0
657,2015,1996795.0,105333.0,1546600.0,344862.0,1969415.0,983532.0,566649.0,61871.0,58856.0,230.0,243.0,274.0,290.0,0
658,2015,15857524.0,1012205.0,6240349.0,8604970.0,16113212.0,8755896.0,5075509.0,627473.0,1086722.0,229.0,247.0,267.0,288.0,2
659,2015,13709442.0,1036422.0,8293812.0,4379208.0,13630138.0,6508964.0,4510672.0,546926.0,1601069.0,226.0,245.0,267.0,287.0,0
660,2015,3478401.0,362959.0,1979466.0,1135976.0,3466981.0,1819903.0,1161944.0,233836.0,232738.0,216.0,235.0,260.0,271.0,0
661,2015,11637376.0,814385.0,5869265.0,4953726.0,11553677.0,5723474.0,3691809.0,513402.0,894823.0,223.0,243.0,270.0,289.0,0
662,2015,1962874.0,120290.0,1116917.0,725667.0,1942406.0,895910.0,565489.0,52520.0,409425.0,228.0,247.0,269.0,287.0,0
714,2017,7909958.0,811407.0,4350594.0,2747957.0,7845091.0,4046379.0,2556496.0,605948.0,636268.0,216.0,232.0,258.0,268.0,0
715,2017,5254555.0,350204.0,4350594.0,553757.0,2545278.0,1266077.0,1013896.0,95727.0,169578.0,207.0,230.0,258.0,277.0,0
716,2017,9505852.0,1178196.0,4350594.0,3977062.0,8205041.0,4081153.0,3051375.0,498941.0,573572.0,215.0,234.0,263.0,282.0,0
717,2017,5674970.0,597260.0,4350594.0,727116.0,5325739.0,2691959.0,1824239.0,290519.0,519022.0,216.0,234.0,260.0,274.0,0
718,2017,42413136.0,7889546.0,4350594.0,30172996.0,2015066.0,44748095.0,27572412.0,4211532.0,7396047.0,215.0,232.0,263.0,277.0,2
719,2017,10383949.0,697569.0,4479341.0,5207039.0,9944514.0,4893184.0,3475055.0,406109.0,1170166.0,225.0,241.0,270.0,286.0,0
720,2017,11074485.0,474647.0,4209626.0,6390212.0,10377861.0,6183084.0,3360805.0,381002.0,452970.0,228.0,239.0,273.0,284.0,0
721,2017,2206856.0,138436.0,1306037.0,762383.0,2052117.0,1167635.0,619504.0,133522.0,131456.0,221.0,236.0,263.0,278.0,0
